Timestamp,Coder initials:,Article ID:,Please flag any of the following issues that prevent you from coding this article:,How many times has the article been cited in a meta-analysis?,"How many times was the article cited *incidentally* in a meta-analysis (i.e., no intention to include in data synthesis)?",How many times has the article been explicitly excluded from a meta-analysis?,How many times has the article been cited in a systematic review?,"How many times was the article cited *incidentally* in a systematic review (i.e., no intention to include in formal review)?",How many times has the article been explicitly excluded from a systematic review?,How many times has the article been cited in a replication study?,Does the article state whether or not materials are available?,Please copy and paste the materials availability statement here:,How does the statement indicate the materials are available?,"Can you access, download, and open the materials files?",Does the article state whether or not data are available?,Please copy and paste the data availability statement here:,How does the statement indicate the data are available?,"Can you access, download, and open the data files?",Are the data files clearly documented?,Do the data files appear to contain all of the raw data necessary to reproduce the reported findings?,Does the article state whether or not analysis scripts are available?,Please copy and paste the analysis script availability statement here:,How does the statement indicate the analysis scripts are available?,"Can you access, download, and open the analysis files?",Does the article state whether or not the study (or some aspect of the study) was pre-registered?,Please copy and paste the pre-registration statement here:,Where does the article indicate the pre-registration is located?,Can you access and open the pre-registration?,What aspects of the study appear to be pre-registered? (select all that apply),Does the article link to an accessible protocol?,What aspects of the study appear to be included in the protocol? (select all that apply),Does the article claim to report a replication study or novel study?,Does the article include a statement indicating whether there were any conflicts of interest?,"Please copy and paste the conflict of interest statement here (enter ""none"" if there was no statement):",conflictType,Does the article include a statement indicating whether there were funding sources?,"Please copy and paste the funding statement here (enter ""none"" if there was no statement):",Is the article open access?,What is the 2017 journal impact factor? (skip if you cannot identify),What is the journal impact factor for the article's year of publication? (skip if you cannot identify),Which country is the corresponding author based in according to their affiliation?,Does the study include human or animal subjects?,What type of study is being reported?
11/26/18,JK/MK,EApZR,There are no issues,0,0,0,1,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,None,NA,No - there is no funding statement,None,No - could not access article other than through paywall,2.593,2.279,United Kingdom,Human,Empirical data - field study
11/26/18,JK/MK,xWPPG,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"""Age, gender, highest educational level, importance of religion/spirituality, main language spoken at home and political orientation (see the Supplementary Material for response options for these and other measures).""",Supplementary information hosted by the journal,No,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there are one or more conflicts of interest,"""The authors declare that they have each received research funding from beneficiaries of gambling, including government agencies and industry operators.""",Research funding from industry; Research funding from government,Yes - the statement says that there was funding from a public organization(s),"""Financial support for this study was received from the Victorian Responsible Gambling Foundation.""",Yes - found via Open Access Button,3.628,4.134,Australia,Human,Empirical data - survey/interview
11/26/18,JK/MK,ybyec,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,1.547,1.547,United States of America,Human,Empirical data - survey/interview
11/26/18,JK/MK,ZuiKZ,There are no issues,0,0,0,3,0,0,0,Source of materials provided but no explicit availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,None,NA,Yes - the statement says that there was funding from a public organization(s),"""This project was supported by a grant from the Office of Special Education Programs to the first and third authors (H325D090003).""",No - could not access article other than through paywall,3.476,3.384,United States of America,Human,Empirical data - laboratory study
11/26/18,JK/MK,RjiLc,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"""The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.""",NA,Yes - the statement says that no funding was provided,"""The author(s) received no financial support for the research, authorship, and/or publication of this article.""",Yes - found article via other means,1.626,1.626,Singapore,Human,Empirical data - survey/interview
11/26/18,JK/MK,DfkgD,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,Yes - the statement says that there was a pre-registration,"""Trial registration: Netherlands Trial Register (NTR): 2599.""",Netherlands Trial Register,Yes,"Hypotheses, Methods",No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,None,NA,No - there is no funding statement,None,Yes - found article via other means,3.786,3.786,The Netherlands,Human,Empirical data - field study
11/26/18,JK/MK,iItvI,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"""The authors report no conflicts of interest.""",NA,Yes - the statement says that there was funding from a public organization(s),"""Support for this study was provided by a Merit Review (C6841R) sponsored by the Rehabilitation Research and Development Service, Department of Veterans Affairs, Washington, D.C.""",Yes - found article via other means,2.061,1.971,United States of America,Human,Empirical data - case study
11/26/18,JK/MK,tUEGm,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"""Participants answered a booklet composed by two parts: Escala de Retenção de Parceiros Reduzida (ERP-R, see supplemental material)",Supplementary information hosted by the journal,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,None,NA,No - there is no funding statement,None,Yes - found via Open Access Button,1.967,2.005,United States of America,Human,Empirical data - survey/interview
11/26/18,JK/MK,DEcOV,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,The article claims to report a replication study (or studies),No - there is no conflict of interest statement,None,NA,Yes - the statement says that there was funding from a private organization(s),"""This research was supported by faculty startup funds from Vassar College.""",Yes - found article via other means,3.483,3.229,United States of America,Human,Empirical data - multiple study types are reported
11/26/18,JK/MK,BIvjx,There are no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,None,NA,Yes - the statement says that there was funding from a public organization(s),"""This work has been supported by the project REDICE-40840560.""",Yes - found article via other means,0.926,1,Spain,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
11/26/18,JK/MK,FcMIH,I cannot access the full text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.548,Israel,Human,Empirical data - survey/interview
11/26/18,JK/MK,CWdSA,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,None,NA,Yes - the statement says that there was funding from a public organization(s),"""This research was supported by a National Science Foundation (NSF)
Graduate Research Fellowship to Sonia Poltoratski and NSF Grant BCS-
0642633 to Frank Tong.""",Yes - found article via other means,4.107,5.929,United States of America,Human,Empirical data - laboratory study
11/26/18,JK/MK,fVLiz,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"""Conflict of interest
None.""",NA,Yes - the statement says that there was funding from a public organization(s),"""The project was supported by National Natural Science Foundation of China (Grant Number: 81070922, 81201078, and 81300244).""",Yes - found article via other means,2.261,1.903,China,Human,Empirical data - field study
11/26/18,JK/MK,xYrMQ,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"""A copy of the interview schedule is available by request from
the first author (SB).""",Upon request from the authors,No,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"""Sarah Bargiela, Robyn Steward and William Mandy all declare that they have no relevant conflicts of interest.""",NA,No - there is no funding statement,None,Yes - found via Open Access Button,3.476,3.321,United Kingdom,Human,Empirical data - survey/interview
11/26/18,JK/MK,zyhyb,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,None,NA,No - there is no funding statement,None,Yes - found article via other means,1.935,1.935,Israel,Human,Empirical data - field study
